Date,Index,x,Diff,Fluctuations,Transaction_amount,Individual,Foreign,Agency,Financial_Investment,Insurance,Commit,Fund,Bank,Other_finance,Pension,National_municipality,Corp_etc,Foreign_etc
2019/03/15,2176.11,6,20.43,0.0095,68213,-4963,-1337,6283,4484,142,184,207,21,-19,1262,0,21,-5
2019/03/14,2155.68,6,7.27,0.0034,58825,1416,2857,-4343,-992,-76,212,-371,-10,-256,-2849,0,60,9
2019/03/13,2148.41,4,-8.77,-0.0041,40884,956,999,-2031,-606,-58,-398,-442,-12,-30,-483,0,73,0
2019/03/12,2157.18,6,19.08,0.0089,42228,-224,-23,823,1607,-253,-106,-190,24,35,-292,0,-576,0
2019/03/11,2138.1,6,0.66,0.0003,40774,893,-1792,166,750,291,-262,-589,7,6,-38,0,733,0
2019/03/08,2137.44,4,-28.35,-0.0131,44973,2932,-1745,-1274,-341,72,-108,-950,13,-17,58,0,80,6
2019/03/07,2165.79,4,-9.81,-0.0045,48589,1107,-5,-1129,379,-229,-542,-304,20,-13,-439,0,18,9
2019/03/06,2175.6,4,-3.63,-0.0017,48280,654,55,-531,41,136,-74,305,-33,9,-916,0,-182,4
2019/03/05,2179.23,4,-11.43,-0.0052,49809,2443,-1577,-919,1068,-135,-512,-586,-14,-19,-718,0,45,7
2019/03/04,2190.66,4,-4.78,-0.0022,64052,403,-1320,766,2942,-564,-888,-381,6,0,-347,0,149,1
2019/02/28,2195.44,4,-39.35,-0.0176,83072,-617,-2532,3169,3873,-441,-178,-333,77,-25,196,0,-15,-3
2019/02/27,2234.79,6,8.19,0.0037,49146,-1115,-572,1518,1791,-147,-622,-53,-16,10,555,0,169,0
2019/02/26,2226.6,4,-5.96,-0.0027,50242,-299,535,-111,12,-113,-91,-164,20,0,226,0,-115,-9
2019/02/25,2232.56,6,2.06,0.0009,46898,91,-795,802,1468,-288,-146,-9,-20,-6,-193,0,-97,0
2019/02/22,2230.5,6,1.84,0.0008,46451,-342,-42,401,568,-39,-42,-446,9,-14,364,0,-14,-2
2019/02/21,2228.66,4,-1.1,-0.0005,54809,-117,2079,-2048,-1306,-177,-228,-81,-17,-58,-177,0,81,4
2019/02/20,2229.76,6,24.13,0.0109,59484,-4300,4363,-76,77,-32,-250,313,0,-62,-121,0,30,-17
2019/02/19,2205.63,4,-5.26,-0.0024,45345,-1388,-67,1419,1092,-116,-409,273,16,-11,573,0,44,-8
2019/02/18,2210.89,6,14.8,0.0067,46681,-3240,456,2663,2625,-164,-366,11,17,-7,546,0,121,0
2019/02/15,2196.09,4,-29.76,-0.0134,50976,1984,-1791,-449,-526,-210,-333,-94,42,1,671,0,241,14
2019/02/14,2225.85,6,24.37,0.0111,64260,-1926,-475,2426,3874,-470,-275,-232,-81,-5,-382,0,-24,0
2019/02/13,2201.48,6,11.01,0.005,55854,-1260,-287,1343,1453,-243,-391,169,-70,1,424,0,223,-18
2019/02/12,2190.47,6,9.74,0.0045,59294,-147,-378,468,1042,-272,-88,-167,17,12,-74,0,53,3
2019/02/11,2180.73,6,3.68,0.0017,53276,1155,-582,-732,598,-745,-592,279,-50,8,-232,0,150,8
2019/02/08,2177.05,4,-26.37,-0.012,57285,3312,-2768,-725,1277,-514,-574,-557,-32,0,-323,0,215,-33
2019/02/07,2203.42,4,-0.04,0,63393,694,1613,-2510,-1487,-310,-434,33,-24,-7,-280,0,208,-7
2019/02/01,2203.46,4,-1.39,-0.0006,68739,-749,2656,-2144,-1155,-238,-111,-18,-34,-29,-557,0,226,10
2019/01/31,2204.85,4,-1.35,-0.0006,77623,-1146,2823,-1743,-222,-153,-567,352,-9,-23,-1120,0,57,8
2019/01/30,2206.2,6,22.84,0.0105,68756,-3272,3138,156,1116,-187,-759,-243,33,-23,221,0,17,-39
2019/01/29,2183.36,6,6.06,0.0028,65045,201,1940,-2078,-1012,-227,-675,-173,0,-847,857,0,-32,-30
2019/01/28,2177.3,4,-0.43,-0.0002,60605,-422,3577,-3050,-1257,-306,-292,-439,-62,-126,-565,0,-99,-4
2019/01/25,2177.73,6,32.7,0.0152,70656,-8833,8214,876,731,-182,-397,422,-12,-71,385,0,-208,-48
2019/01/24,2145.03,6,17.25,0.0081,60358,-1752,4954,-3187,-2042,12,-144,-111,-23,-1,-875,0,-19,4
2019/01/23,2127.78,6,10.01,0.0047,51705,-3472,-976,4457,3838,2,-360,-302,24,2,1251,0,20,-28
2019/01/22,2117.77,4,-6.84,-0.0032,48974,-185,1348,-1242,-305,-191,-550,-428,-67,-2,302,0,84,-5
2019/01/21,2124.61,6,0.33,0.0002,53206,-1396,661,531,163,-123,-350,-117,3,5,952,0,217,-14
2019/01/18,2124.28,6,17.22,0.0082,53561,-2100,1141,996,475,1,-290,-121,-31,13,949,0,-15,-22
2019/01/17,2107.06,6,0.96,0.0005,58577,-132,2352,-2115,-1644,-135,-88,-541,-8,-10,312,0,-95,-9
2019/01/16,2106.1,6,8.92,0.0043,53524,-867,1008,-204,-744,-32,-225,179,-23,-47,690,0,76,-13
2019/01/15,2097.18,6,32.66,0.0158,52369,-4110,1230,2880,582,26,101,149,21,52,1946,0,2,-1
2019/01/14,2064.52,4,-11.05,-0.0053,49410,757,948,-1792,-2152,-108,-181,-155,-16,21,800,0,86,0
2019/01/11,2075.57,6,12.29,0.006,45924,-1277,1776,-804,-1466,-14,-165,-213,-5,11,1049,0,310,-5
2019/01/10,2063.28,4,-1.43,-0.0007,54342,-92,2728,-2619,-2979,12,146,-75,-26,-43,347,0,-20,3
2019/01/09,2064.71,6,39.44,0.0195,55326,-5145,3848,1393,-807,331,741,867,75,5,180,0,-93,-3
2019/01/08,2025.27,4,-11.83,-0.0058,48266,334,-254,-87,-228,45,226,-251,0,1,118,0,9,-1
2019/01/07,2037.1,6,26.85,0.0134,53013,-2045,560,1645,544,-390,816,533,-9,-1,153,0,-158,-1
2019/01/04,2010.25,6,16.55,0.0083,54901,-1044,-1261,2263,568,41,360,229,-48,-15,1127,0,14,27
2019/01/03,1993.7,4,-16.3,-0.0081,53585,616,1015,-1684,-812,88,43,-272,1,-1,-730,0,44,7
2019/01/02,2010,4,-31.04,-0.0152,42958,3092,-275,-3023,-1617,-181,32,-1113,-21,34,-156,0,193,13
2018/12/28,2041.04,6,12.6,0.0062,41206,-343,2025,-1634,-1165,260,242,-186,-207,23,-601,0,-48,0
2018/12/27,2028.44,6,0.43,0.0002,53510,3004,2394,-5459,-5024,30,724,-196,-205,148,-935,0,33,26
2018/12/26,2028.01,4,-27,-0.0131,54240,-4710,609,3791,1939,467,250,975,-131,-307,596,0,347,-38
2018/12/24,2055.01,4,-6.48,-0.0031,38438,-2674,64,2490,917,-294,380,963,-152,-137,813,0,117,2
2018/12/21,2061.49,6,1.37,0.0007,54925,-2543,-2224,4959,3356,41,200,913,-106,-43,598,0,-163,-28
2018/12/20,2060.12,4,-18.72,-0.009,54830,-92,-415,632,427,-271,-108,549,-54,-27,117,0,-122,-2
2018/12/19,2078.84,6,16.73,0.0081,51248,-2549,107,2551,1992,-40,339,320,-79,-5,25,0,-90,-19
2018/12/18,2062.11,4,-8.98,-0.0043,52416,-1550,-1705,3138,2697,230,173,157,-38,-6,-75,0,121,-3
2018/12/17,2071.09,6,1.71,0.0008,47644,-2581,659,2039,2230,463,-354,119,15,12,-448,0,-110,-6
2018/12/14,2069.38,4,-26.17,-0.0125,57842,1829,-921,-1221,-41,-425,-524,-230,-51,32,20,0,297,15
2018/12/13,2095.55,6,12.98,0.0062,79419,-1715,4831,-3119,-2273,8,946,12,115,-16,-1912,0,17,-12
2018/12/12,2082.57,6,29.6,0.0144,56130,-2680,-412,3085,3427,-204,81,-255,-33,11,58,0,23,-16
2018/12/11,2052.97,4,-0.82,-0.0004,50203,619,-1750,1048,3712,-325,-812,-800,-114,37,-649,0,97,-14
2018/12/10,2053.79,4,-21.97,-0.0106,46975,1339,-2719,1171,3315,-122,-511,-1240,-106,-6,-157,0,204,4
2018/12/07,2075.76,6,7.07,0.0034,43188,115,283,-581,1403,-210,-243,-909,-27,96,-257,-433,181,1
2018/12/06,2068.69,4,-32.62,-0.0155,56064,3485,-3840,214,1622,23,-277,-944,-46,8,-372,201,121,19
2018/12/05,2101.31,4,-13.04,-0.0062,48027,1051,-1972,925,1806,-168,-142,-722,-73,-31,-164,421,-9,5
2018/12/04,2114.35,4,-17.58,-0.0082,55395,2198,1230,-3609,-2269,-41,-172,-898,-6,5,-182,-43,176,4
2018/12/03,2131.93,6,35.07,0.0167,55712,-4540,3250,1328,484,175,324,555,-16,-140,357,-412,-15,-22
2018/11/30,2096.86,4,-17.24,-0.0082,73167,1292,-365,293,704,-69,175,-735,-36,-24,-42,320,-1220,0
2018/11/29,2114.1,6,5.88,0.0028,53041,-2715,3259,-552,-854,127,396,-23,-8,-20,182,-352,15,-6
2018/11/28,2108.22,6,8.8,0.0042,47939,-1542,942,281,-129,-50,169,236,-22,19,215,-157,328,-9
2018/11/27,2099.42,6,16.4,0.0079,45546,-2167,1951,193,-1003,12,292,607,4,17,586,-323,20,2
2018/11/26,2083.02,6,25.54,0.0124,44823,-4216,-357,4506,3188,2,-37,479,-29,13,449,440,82,-14
2018/11/23,2057.48,4,-12.47,-0.006,37742,967,368,-1426,-422,159,-162,-836,-31,10,-28,-115,88,3
2018/11/22,2069.95,4,-6.6,-0.0032,41527,1422,-436,-1003,167,-272,-233,-459,-41,16,-40,-139,15,3
2018/11/21,2076.55,4,-6.03,-0.0029,51516,715,-3905,3271,2355,312,274,-93,-11,22,91,320,-79,-2
2018/11/20,2082.58,4,-17.98,-0.0086,50437,298,-2528,897,2669,-18,0,-661,-37,-22,105,-1136,1362,-29
2018/11/19,2100.56,6,8.16,0.0039,47037,-584,-923,1594,1666,-286,186,-25,28,22,78,-76,-83,-2
2018/11/16,2092.4,6,4.34,0.0021,48376,192,-209,91,-950,-72,126,673,-44,-24,470,-86,-77,3
2018/11/15,2088.06,6,20.01,0.0097,48286,-1010,-1696,2720,1347,23,251,648,17,22,49,360,-9,-3
2018/11/14,2068.05,4,-3.18,-0.0015,55619,699,-1322,189,503,-89,-87,-205,-49,110,-195,202,435,-1
2018/11/13,2071.23,4,-9.21,-0.0044,58653,241,-3036,2754,1361,240,230,-341,10,1,182,1069,33,5
2018/11/12,2080.44,4,-5.65,-0.0027,55429,-1157,402,678,785,-214,-347,-469,-46,-8,446,533,94,-17
2018/11/09,2086.09,4,-6.54,-0.0031,52606,2288,480,-3097,-2421,-238,-82,-850,-8,8,200,295,331,-3
2018/11/08,2092.63,6,13.94,0.0067,59875,-2749,4915,-2284,-1594,20,-401,173,-2,15,50,-546,132,-14
2018/11/07,2078.69,4,-10.93,-0.0052,64520,968,-653,-602,-1439,25,404,285,6,-38,887,-734,272,15
2018/11/06,2089.62,6,12.7,0.0061,51435,1717,20,-1875,-818,-137,-299,-433,-9,-81,84,-179,128,9
2018/11/05,2076.92,4,-19.08,-0.0091,49172,5174,-637,-4727,-3698,-214,64,-248,-22,-7,-11,-588,191,0
2018/11/02,2096,6,71.54,0.0353,67980,-4637,4406,125,-2679,170,865,985,113,-39,479,230,104,1
2018/11/01,2024.46,4,-5.23,-0.0026,59658,1087,2928,-4204,-3548,-101,-40,-224,112,-65,73,-408,193,-5
2018/10/31,2029.69,6,15,0.0074,63473,2585,1353,-4123,-5902,86,1986,205,36,-48,428,-917,182,2
2018/10/30,2014.69,6,18.64,0.0093,70220,-3582,-1833,5199,1221,629,395,935,63,-22,2034,-58,245,-28
2018/10/29,1996.05,4,-31.1,-0.0153,63597,-4880,-1607,6363,5456,314,329,219,-190,-8,492,-248,109,14
2018/10/26,2027.15,4,-36.15,-0.0175,66881,572,-1760,1039,1415,307,-94,-715,130,-2,280,-280,139,8
2018/10/25,2063.3,4,-34.28,-0.0163,76077,-2813,-3614,6310,6289,239,-279,299,-145,-136,-409,454,133,-15
2018/10/24,2097.58,4,-8.52,-0.004,64901,-2612,-3285,5809,7312,-115,-141,-264,-87,-98,-691,-103,112,-23
2018/10/23,2106.1,4,-55.61,-0.0257,69957,6413,-5653,-991,1151,-531,-141,-811,60,-101,-524,-93,202,29
2018/10/22,2161.71,6,5.45,0.0025,39104,648,-1109,450,-210,-25,260,290,10,26,-125,225,12,-1
2018/10/19,2156.26,6,7.95,0.0037,48750,-169,-1726,1878,982,89,274,192,-20,21,52,285,5,11
2018/10/18,2148.31,4,-19.2,-0.0089,42291,2641,-536,-2166,-503,-259,-294,-577,-35,177,-544,-129,61,0
2018/10/17,2167.51,6,22.39,0.0104,52849,-50,61,26,-89,91,-98,232,29,24,-75,-87,-40,2
2018/10/16,2145.12,5,0,0,39367,1695,-672,-1271,-950,-63,53,-241,-41,-1,-192,164,240,8
2018/10/15,2145.12,4,-16.73,-0.0077,47089,2989,210,-3270,-2701,35,-239,-610,17,-36,-12,277,56,14
2018/10/12,2161.85,6,32.18,0.0151,60850,-1005,741,-58,-2639,618,583,694,-29,-19,604,127,329,-7
2018/10/11,2129.67,4,-98.94,-0.0444,83356,2164,-4867,2438,2870,164,40,-789,-83,-94,570,-239,232,30
2018/10/10,2228.61,4,-25.22,-0.0112,88364,1007,-2305,1156,2001,-22,-140,-510,-156,49,-199,136,132,8
2018/10/08,2253.83,4,-13.69,-0.006,44787,1329,-1788,318,234,45,309,-218,23,110,189,-375,133,7
2018/10/05,2267.52,4,-6.97,-0.0031,63983,2024,-3317,1115,824,-16,562,201,-42,-5,200,-608,166,10
2018/10/04,2274.49,4,-35.08,-0.0152,76063,5810,-5319,-602,1681,-248,-233,-976,-202,-11,-430,-180,85,25
2018/10/02,2309.57,4,-29.31,-0.0125,63947,3089,-2420,-848,415,64,-373,-562,-1,-23,-429,63,170,9
2018/10/01,2338.88,4,-4.19,-0.0018,55417,1242,-535,-877,-749,-39,368,-169,-27,-8,232,-483,176,-6
2018/09/28,2343.07,4,-12.36,-0.0052,72152,1304,-2245,647,2410,-239,-143,-198,-99,0,-381,-701,296,-3
2018/09/27,2355.43,6,16.26,0.007,72997,-1361,2294,-1297,-484,-408,-303,-67,-14,23,5,-48,376,-11
2018/09/21,2339.17,6,15.72,0.0068,82865,-2020,8245,-771,375,-3307,501,856,-32,6,482,347,-5440,-12
2018/09/20,2323.45,6,14.99,0.0065,64687,-4134,2952,998,-610,-95,88,411,-35,-46,317,969,207,-23
2018/09/19,2308.46,4,-0.52,-0.0002,63826,-1094,3860,137,85,-71,-300,252,-6,20,305,-148,-2907,4
2018/09/18,2308.98,6,5.97,0.0026,57941,-475,-830,995,641,-195,-234,15,-18,-21,276,533,307,2
2018/09/17,2303.01,4,-15.24,-0.0066,50797,690,1767,-2740,-1882,-5,-44,-153,-23,1,324,-957,294,-11
2018/09/14,2318.25,6,32.02,0.014,58392,-4832,2047,2713,57,-10,35,1196,24,30,-154,1532,83,-12
2018/09/13,2286.23,6,3.31,0.0014,65989,388,-2684,1987,4733,111,-255,341,-51,28,-190,-2730,315,-6
2018/09/12,2282.92,4,-0.28,-0.0001,64454,1839,-4154,1987,2234,-404,-277,-49,-62,0,115,431,324,2
2018/09/11,2283.2,4,-5.46,-0.0024,61883,1922,-1889,-429,414,-272,-237,-175,-34,-36,118,-205,398,-1
2018/09/10,2288.66,6,7.08,0.0031,55994,-411,1240,-1239,-787,-157,360,327,-85,-20,22,-897,439,-28
2018/09/07,2281.58,4,-6.03,-0.0026,62637,2195,-7735,5056,4005,-22,-24,370,-61,9,117,661,466,16
2018/09/06,2287.61,4,-4.16,-0.0018,56795,1147,-2923,1133,776,103,-279,117,-16,-42,67,406,651,-8
2018/09/05,2291.77,4,-23.95,-0.0103,53904,2473,-980,-1967,-860,-249,-337,-514,25,-39,122,-112,465,8
2018/09/04,2315.72,6,8.69,0.0038,45512,-339,220,-132,-482,-102,-94,215,7,-3,41,285,253,-1
2018/09/03,2307.03,4,-15.85,-0.0068,40965,2376,-2159,-726,65,-126,-241,-583,-58,-15,151,82,523,-13
2018/08/31,2322.88,6,15.53,0.0067,55258,-1686,3966,-2642,-2067,-15,-26,-92,49,-25,44,-509,362,0
2018/08/30,2307.35,4,-1.68,-0.0007,52523,660,2214,-3214,-2465,-135,-41,-457,54,-21,401,-550,331,8
2018/08/29,2309.03,6,5.91,0.0026,48077,-2216,1149,4282,4411,88,-265,186,17,-24,325,-458,-3211,-4
2018/08/28,2303.12,6,3.82,0.0017,55031,-1646,1431,-449,-84,-195,-189,-109,-97,-62,-40,331,670,-6
2018/08/27,2299.3,6,6.09,0.0027,57663,-2426,2383,-431,-66,-102,-72,-144,24,-54,-65,50,484,-10
2018/08/24,2293.21,6,10.61,0.0046,51369,-1995,784,581,-335,-43,154,293,-33,8,205,332,643,-14
2018/08/23,2282.6,6,9.27,0.0041,52382,-448,1736,-1932,-882,50,-72,-430,2,21,-359,-262,629,14
2018/08/22,2273.33,6,3.27,0.0014,54250,1367,2081,-4206,-2808,97,159,-304,-18,-7,-781,-542,755,0
2018/08/21,2270.06,6,22.18,0.0099,51829,-1511,1068,-171,-1523,79,422,387,19,15,332,95,618,-4
2018/08/20,2247.88,6,0.83,0.0004,44189,-97,-555,86,330,-135,-132,-117,-63,-10,-89,304,559,6
2018/08/17,2247.05,6,6.25,0.0028,46452,859,1026,-2534,-1625,170,-115,145,-11,-5,-99,-992,655,-7
2018/08/16,2240.8,4,-18.11,-0.008,60216,1783,-2422,-69,378,145,-144,-251,0,-179,-313,295,703,5
2018/08/14,2258.91,6,10.46,0.0047,48720,-1320,-87,918,1061,285,-55,169,44,-73,-486,-26,522,-33
2018/08/13,2248.45,4,-34.34,-0.015,59500,1029,-1739,150,1462,-309,-244,-428,-63,-122,-973,830,558,1
2018/08/10,2282.79,4,-20.92,-0.0091,61862,1518,-1121,-857,-118,-234,-287,85,-30,-120,-521,372,485,-25
2018/08/09,2303.71,6,2.26,0.001,59858,139,-2238,1427,2967,-54,-109,99,-50,30,-1029,-426,676,-4
2018/08/08,2301.45,6,1.29,0.0006,55181,-1248,3579,-1156,-1345,30,-42,498,42,0,-346,6,-1180,5
2018/08/07,2300.16,6,13.66,0.006,47485,-62,578,-1097,-801,-24,169,293,39,-34,-584,-154,582,-1
2018/08/06,2286.5,4,-1.18,-0.0005,46073,178,17,-670,533,-155,-172,-51,1,-15,-876,66,450,23
2018/08/03,2287.68,6,17.48,0.0077,43125,-886,1439,-803,-856,54,20,405,7,17,-92,-359,256,-5
2018/08/02,2270.2,4,-36.87,-0.016,50428,3739,-479,-3750,-1645,-197,-271,-128,43,27,-468,-1110,501,-10
2018/08/01,2307.07,6,11.81,0.0051,48328,-650,1714,-1416,-1141,190,189,121,1,-6,-446,-324,342,10
2018/07/31,2295.26,6,1.75,0.0008,48784,-317,-711,798,542,-136,332,167,7,13,-202,73,268,-37
2018/07/30,2293.51,4,-1.48,-0.0006,45523,31,1614,-2001,-1863,-95,63,143,-22,-2,66,-290,348,7
2018/07/27,2294.99,6,5.93,0.0026,50915,-844,1632,-798,28,62,-23,-576,0,-22,-532,264,17,-5
2018/07/26,2289.06,6,16.03,0.0071,63571,-1705,1284,403,83,-131,155,354,14,0,-432,358,25,-8
2018/07/25,2273.03,4,-7.17,-0.0031,61426,-1282,-1495,2784,1990,291,570,-549,111,-2,-56,427,-15,9
2018/07/24,2280.2,6,10.89,0.0048,58319,-3043,634,2397,2206,65,188,196,0,-15,-216,-29,14,-3
2018/07/23,2269.31,4,-19.88,-0.0087,55494,-1417,-313,2330,4771,-240,-386,-906,-65,-30,-837,26,-587,-10
2018/07/20,2289.19,6,6.9,0.003,49106,526,-1212,649,1520,18,-436,-100,-15,-9,-527,199,36,0
2018/07/19,2282.29,4,-7.82,-0.0034,54311,-320,518,-187,-17,50,122,218,-3,-25,-424,-107,-16,6
2018/07/18,2290.11,4,-7.81,-0.0034,50322,1637,914,-2638,-1432,-147,-177,-218,11,-4,-198,-471,76,11
2018/07/17,2297.92,4,-4.07,-0.0018,48978,1342,-890,521,279,14,20,310,-74,-30,-255,256,-976,2
2018/07/16,2301.99,4,-8.91,-0.0039,49689,2883,-456,-2656,-1141,-198,-122,-551,-43,30,-634,4,225,4
2018/07/13,2310.9,6,25.84,0.0113,65007,-1374,2248,-940,-634,-95,-131,207,-60,33,-512,252,76,-9
2018/07/12,2285.06,6,4.44,0.0019,61576,880,-177,-857,-483,149,248,-74,28,-28,-557,-141,156,-1
2018/07/11,2280.62,4,-13.54,-0.0059,57009,1350,2015,-1251,-709,23,175,249,25,-6,81,-1090,-2117,2
2018/07/10,2294.16,6,8.36,0.0037,50388,193,317,-1157,-321,409,228,343,14,-2,95,-1925,634,11
2018/07/09,2285.8,6,12.93,0.0057,57963,-752,-592,1222,2437,-135,-269,62,24,-10,-364,-521,123,-1
2018/07/06,2272.87,6,15.32,0.0068,63583,-1029,-3811,4589,2458,78,558,790,88,-35,312,337,260,-8
2018/07/05,2257.55,4,-7.91,-0.0035,51665,318,-952,455,815,-32,-385,315,-38,-68,-401,250,173,5
2018/07/04,2265.46,4,-7.3,-0.0032,48809,1292,1,-1535,-496,-26,51,-290,-19,-56,-647,-49,233,8
2018/07/03,2272.76,6,1.22,0.0005,60020,-467,2013,-1794,34,102,-183,-260,-197,-165,-1383,259,243,4
2018/07/02,2271.54,4,-54.59,-0.0235,59900,2427,1154,-4009,-1759,-322,-272,-630,-114,-53,-512,-343,426,1
2018/06/29,2326.13,6,11.89,0.0051,63097,-553,1666,-1397,-2645,167,829,556,17,12,265,-600,298,-13
2018/06/28,2314.24,4,-27.79,-0.0119,57753,1129,-2880,1408,1020,13,30,-1,-48,7,-233,618,351,-8
2018/06/27,2342.03,4,-8.89,-0.0038,70073,802,1579,-2660,-1441,244,-59,-193,-37,26,-380,-819,270,7
2018/06/26,2350.92,4,-6.96,-0.003,65362,1168,-3227,2678,3463,-21,-43,443,9,23,-41,-1155,-610,-9
2018/06/25,2357.88,6,0.66,0.0003,56838,87,-1111,1001,830,98,-195,783,37,28,99,-680,11,11
2018/06/22,2357.22,6,19.39,0.0083,66042,-88,56,-246,-38,272,-19,518,104,4,-303,-784,274,3
2018/06/21,2337.83,4,-26.08,-0.011,67846,4107,-1293,-3036,-2409,-62,-316,-158,-108,55,153,-190,212,11
2018/06/20,2363.91,6,23.8,0.0102,69869,-1178,1144,-174,-522,316,125,390,-115,268,-166,-470,216,-7
2018/06/19,2340.11,4,-36.13,-0.0152,79946,1405,-2153,318,1859,-295,4,-429,-152,-78,-303,-285,426,2
2018/06/18,2376.24,4,-27.8,-0.0116,85935,-1123,-3195,4292,5140,109,-21,-827,-121,-21,-141,175,37,-10
2018/06/15,2404.04,4,-19.44,-0.008,90898,2670,-5492,2758,1974,-121,-365,-128,9,23,53,1312,71,-6
2018/06/14,2423.48,4,-45.35,-0.0184,97543,5020,-4766,-537,2650,3,-591,-1017,60,5,-829,-820,219,63
2018/06/12,2468.83,4,-1.32,-0.0005,96152,-93,-1260,1258,2035,-456,-238,232,-11,-12,-337,47,58,37
2018/06/11,2470.15,6,18.57,0.0076,70255,-2575,-108,2815,1265,-23,108,338,-195,-5,-316,1645,-134,2
2018/06/08,2451.58,4,-19,-0.0077,76727,5014,1293,-6616,-4168,-203,-811,-515,9,35,47,-1008,297,10
2018/06/07,2470.58,6,16.82,0.0069,80607,-3160,1399,1722,785,72,144,-5,10,26,-52,740,58,-20
2018/06/05,2453.76,6,6,0.0025,73448,919,-89,-949,-1311,151,300,58,18,14,292,-474,116,2
2018/06/04,2447.76,6,8.8,0.0036,77707,-911,160,547,-483,92,498,256,-7,111,118,-38,187,16
2018/06/01,2438.96,6,15.95,0.0066,87674,-1314,2408,-1234,-1684,-108,663,9,52,-41,32,-157,159,-19
2018/05/31,2423.01,6,13.98,0.0058,132521,2412,9500,-12383,-1034,-12796,-173,623,61,64,538,333,464,6
2018/05/30,2409.03,4,-48.22,-0.0196,89994,10151,-6904,-4069,-3437,581,-432,-262,37,82,-95,-542,775,47
2018/05/29,2457.25,4,-21.71,-0.0088,85328,3114,-2284,-1204,-792,54,-549,-70,-223,99,702,-424,384,-9
2018/05/28,2478.96,6,18.16,0.0074,98412,2648,-1610,-1384,-518,39,-103,-581,-106,-46,-222,154,354,-7
2018/05/25,2460.8,4,-5.21,-0.0021,90785,-4809,3339,1206,-474,166,112,220,167,-83,1170,-73,293,-29
2018/05/24,2466.01,4,-5.9,-0.0024,67662,850,330,-2057,-900,-5,-386,-530,2,-5,-34,-196,878,-2
2018/05/23,2471.91,6,6.34,0.0026,92620,-712,2754,-2621,-2809,-245,253,231,-103,-66,488,-371,596,-17
2018/05/21,2465.57,6,4.92,0.002,62984,68,-761,332,452,-33,301,-668,-146,53,454,-80,360,0
2018/05/18,2460.65,6,12.2,0.005,64630,-1540,-384,1513,679,2,280,196,-58,-36,338,108,414,-2
2018/05/17,2448.45,4,-11.37,-0.0046,81905,1455,-2707,1057,984,-68,53,-348,-83,-54,361,214,183,12
2018/05/16,2459.82,6,1.28,0.0005,98171,-1750,110,2485,758,116,-343,-49,-61,-95,1552,609,-847,1
2018/05/15,2458.54,4,-17.57,-0.0071,94463,3949,-2401,-1969,-1100,-109,2,-150,-108,-41,24,-485,402,19
2018/05/14,2476.11,4,-1.6,-0.0006,95631,-1011,-955,1692,1927,-5,297,-228,-95,0,127,-331,266,8
2018/05/11,2477.71,6,13.55,0.0055,75887,-4180,1995,1855,820,194,-339,-336,56,-4,577,885,334,-5
2018/05/10,2464.16,6,20.18,0.0083,88704,-729,-400,806,1402,112,-673,-169,-49,9,345,-171,332,-8
2018/05/09,2443.98,4,-5.83,-0.0024,90694,-413,-2284,2408,1861,149,-104,-61,-33,-3,436,164,307,-18
2018/05/08,2449.81,4,-11.57,-0.0047,96307,1015,-322,-1252,76,-99,-984,-724,-15,55,359,79,571,-11
2018/05/04,2461.38,4,-25.87,-0.0104,108165,7639,-226,-7255,-4044,-414,-1982,-936,-113,-2,164,73,-159,1
2018/05/03,2487.25,4,-18.36,-0.0073,78660,2596,-3232,188,86,-86,129,-81,-38,-25,49,154,454,-6
2018/05/02,2505.61,4,-9.77,-0.0039,117122,2790,-1667,-1202,-639,-165,-108,-425,-66,-14,169,48,43,35
2018/04/30,2515.38,6,22.98,0.0092,94602,-1891,2430,-112,-376,-110,360,226,-70,-23,-34,-83,-428,1
2018/04/27,2492.4,6,16.76,0.0068,82992,2576,1599,-4116,-1535,-467,-1394,-752,-62,-49,503,-357,-71,11
2018/04/26,2475.64,6,26.83,0.011,79217,14,1721,-1654,-985,250,-572,-395,-38,-46,137,-3,-69,-12
2018/04/25,2448.81,4,-15.33,-0.0062,75279,6137,-7656,69,-642,143,406,-473,-31,-26,990,-297,1412,37
2018/04/24,2464.14,4,-9.97,-0.004,83008,2707,-4389,1683,1250,214,-34,104,11,-15,593,-441,-3,2
2018/04/23,2474.11,4,-2.22,-0.0009,93726,3143,-2932,92,334,-3,341,-262,-54,-38,236,-461,-289,-13
2018/04/20,2476.33,4,-9.77,-0.0039,78415,3422,-4910,1611,1249,19,-133,-532,-58,-29,312,784,-150,26
2018/04/19,2486.1,6,6.12,0.0025,101183,645,1815,-2405,-1057,113,-527,-459,18,-116,-62,-315,-54,-1
2018/04/18,2479.98,6,26.21,0.0107,82043,-3882,3510,524,787,268,-371,523,5,-38,-189,-459,-81,-71
2018/04/17,2453.77,4,-3.72,-0.0015,63606,2220,-2766,486,550,-210,-270,134,-15,-15,239,74,53,6
2018/04/16,2457.49,6,2.42,0.001,62207,657,-371,-108,325,-203,164,-256,17,58,-126,-87,-183,5
2018/04/13,2455.07,6,12.36,0.0051,69239,-35,528,-469,-1984,220,191,3,21,28,392,657,-37,14
2018/04/12,2442.71,4,-1.51,-0.0006,81528,-730,2323,-1518,-2234,105,95,75,97,-23,429,-63,-96,22
